file_name,tuning,details,clean,chord
t_DADGBE_guitarA13slow755675DADGBEv.mp3,DADGBE,A13slow755675v,A13slow755675v,A13
t_DADGBE_guitarA13slow797789DADGBEv.mp3,DADGBE,A13slow797789v,A13slow797789v,A13
t_DADGBE_guitarA13slowx00022DADGBE.mp3,DADGBE,A13slowx00022,A13slowx00022,A13
t_DADGBE_guitarA13slowx00022DADGBEv.mp3,DADGBE,A13slowx00022v,A13slowx00022v,A13
t_DADGBE_guitarA13slowx04020DADGBEv.mp3,DADGBE,A13slowx04020v,A13slowx04020v,A13
t_DADGBE_guitarA13slowx04223DADGBEv.mp3,DADGBE,A13slowx04223v,A13slowx04223v,A13
t_DADGBE_guitarA13slowx04423DADGBEv.mp3,DADGBE,A13slowx04423v,A13slowx04423v,A13
t_DADGBE_guitarA13strum7107779DADGBEv.mp3,DADGBE,A13strum7107779v,A13strum7107779v,A13
t_DADGBE_guitarA13strum7109779DADGBEv.mp3,DADGBE,A13strum7109779v,A13strum7109779v,A13
t_DADGBE_guitarA13strum755675DADGBEv.mp3,DADGBE,A13strum755675v,A13strum755675v,A13
t_DADGBE_guitarA13strum797789DADGBEv.mp3,DADGBE,A13strum797789v,A13strum797789v,A13
t_DADGBE_guitarA13strumx00022DADGBE.mp3,DADGBE,A13strumx00022,A13strumx00022,A13
t_DADGBE_guitarA13strumx00022DADGBEv.mp3,DADGBE,A13strumx00022v,A13strumx00022v,A13
t_DADGBE_guitarA13strumx04020DADGBEv.mp3,DADGBE,A13strumx04020v,A13strumx04020v,A13
t_DADGBE_guitarA13strumx04223DADGBEv.mp3,DADGBE,A13strumx04223v,A13strumx04223v,A13
t_DADGBE_guitarA13strumx04423DADGBEv.mp3,DADGBE,A13strumx04423v,A13strumx04423v,A13
t_DADGBE_guitarA13sus4fast797787DADGBE.mp3,DADGBE,A13sus4fast797787,A13sus4fast797787,Em11
t_DADGBE_guitarA5fast2022x0DADGBE.mp3,DADGBE,A5fast2022x0,A5fast2022x0,A5
t_DADGBE_guitarA5fastx022x0DADGBE.mp3,DADGBE,A5fastx022x0,A5fastx022x0,A5
t_DADGBE_guitarA5fastx022x0DADGBEv.mp3,DADGBE,A5fastx022x0v,A5fastx022x0v,A5
t_DADGBE_guitarA5slowx022x0DADGBE.mp3,DADGBE,A5slowx022x0,A5slowx022x0,A5
t_DADGBE_guitarA5slowx022x0DADGBEv.mp3,DADGBE,A5slowx022x0v,A5slowx022x0v,A5
t_DADGBE_guitarA5strumx022x0DADGBE.mp3,DADGBE,A5strumx022x0,A5strumx022x0,A5
t_DADGBE_guitarA5strumx022x0DADGBEv.mp3,DADGBE,A5strumx022x0v,A5strumx022x0v,A5
t_DADGBE_guitarA5_Cfastx32210DADGBE.mp3,DADGBE,A5_Cfastx32210,A5_Cfastx32210,Am
t_DADGBE_guitarA5_Csfastx42220DADGBE.mp3,DADGBE,A5_Csfastx42220,A5_Csfastx42220,A
t_DADGBE_guitarA6fast242222DADGBE.mp3,DADGBE,A6fast242222,A6fast242222,A6
t_DADGBE_guitarA6fast402222DADGBE.mp3,DADGBE,A6fast402222,A6fast402222,A6
t_DADGBE_guitarA6fast777979DADGBEv.mp3,DADGBE,A6fast777979v,A6fast777979v,A6
t_DADGBE_guitarA6fast797x79DADGBEv.mp3,DADGBE,A6fast797x79v,A6fast797x79v,A6
t_DADGBE_guitarA6fastx02222DADGBEv.mp3,DADGBE,A6fastx02222v,A6fastx02222v,A6
t_DADGBE_guitarA6fastx04220DADGBEv.mp3,DADGBE,A6fastx04220v,A6fastx04220v,A6
t_DADGBE_guitarA6fastx42222DADGBE.mp3,DADGBE,A6fastx42222,A6fastx42222,A6
t_DADGBE_guitarA6slow777979DADGBE.mp3,DADGBE,A6slow777979,A6slow777979,A6
t_DADGBE_guitarA6slow777979DADGBEv.mp3,DADGBE,A6slow777979v,A6slow777979v,A6
t_DADGBE_guitarA6slow797x79DADGBEv.mp3,DADGBE,A6slow797x79v,A6slow797x79v,A6
t_DADGBE_guitarA6slowx02222DADGBEv.mp3,DADGBE,A6slowx02222v,A6slowx02222v,A6
t_DADGBE_guitarA6slowx04220DADGBEv.mp3,DADGBE,A6slowx04220v,A6slowx04220v,A6
t_DADGBE_guitarA6strum777979DADGBE.mp3,DADGBE,A6strum777979,A6strum777979,A6
t_DADGBE_guitarA6strum777979DADGBEv.mp3,DADGBE,A6strum777979v,A6strum777979v,A6
t_DADGBE_guitarA6strum797x79DADGBEv.mp3,DADGBE,A6strum797x79v,A6strum797x79v,A6
t_DADGBE_guitarA6strumx02222DADGBEv.mp3,DADGBE,A6strumx02222v,A6strumx02222v,A6
t_DADGBE_guitarA6strumx04220DADGBEv.mp3,DADGBE,A6strumx04220v,A6strumx04220v,A6
t_DADGBE_guitarA6sus2fast777977DADGBE.mp3,DADGBE,A6sus2fast777977,A6sus2fast777977,B7sus4
t_DADGBE_guitarA6sus4_Cfast101210111010DADGBE.mp3,DADGBE,A6sus4_Cfast101210111010,A6sus4_Cfast101210111010,D9
t_DADGBE_guitarA6sus4_Csfastx42232DADGBE.mp3,DADGBE,A6sus4_Csfastx42232,A6sus4_Csfastx42232,Dmaj9
t_DADGBE_guitarA6_11fast777779DADGBE.mp3,DADGBE,A6_11fast777779,A6_11fast777779,Bm11
t_DADGBE_guitarA6_9fast11999109DADGBE.mp3,DADGBE,A6_9fast11999109,A6_9fast11999109,A6/9
t_DADGBE_guitarA6_9fast222222DADGBE.mp3,DADGBE,A6_9fast222222,A6_9fast222222,A6/9
t_DADGBE_guitarA6_9fast422222DADGBE.mp3,DADGBE,A6_9fast422222,A6_9fast422222,A6/9
t_DADGBE_guitarA6_9fast744455DADGBEv.mp3,DADGBE,A6_9fast744455v,A6_9fast744455v,A6/9
t_DADGBE_guitarA6_9fast744457DADGBEv.mp3,DADGBE,A6_9fast744457v,A6_9fast744457v,A6/9
t_DADGBE_guitarA6_9fast744477DADGBEv.mp3,DADGBE,A6_9fast744477v,A6_9fast744477v,A6/9
t_DADGBE_guitarA6_9fast779979DADGBEv.mp3,DADGBE,A6_9fast779979v,A6_9fast779979v,A6/9
t_DADGBE_guitarA6_9fast9999109DADGBE.mp3,DADGBE,A6_9fast9999109,A6_9fast9999109,A6/9
t_DADGBE_guitarA6_9fastx02422DADGBEv.mp3,DADGBE,A6_9fastx02422v,A6_9fastx02422v,A6/9
t_DADGBE_guitarA6_9fastx04420DADGBEv.mp3,DADGBE,A6_9fastx04420v,A6_9fastx04420v,A6/9
t_DADGBE_guitarA6_9slow744455DADGBEv.mp3,DADGBE,A6_9slow744455v,A6_9slow744455v,A6/9
t_DADGBE_guitarA6_9slow744457DADGBEv.mp3,DADGBE,A6_9slow744457v,A6_9slow744457v,A6/9
t_DADGBE_guitarA6_9slow744477DADGBEv.mp3,DADGBE,A6_9slow744477v,A6_9slow744477v,A6/9
t_DADGBE_guitarA6_9slow779979DADGBEv.mp3,DADGBE,A6_9slow779979v,A6_9slow779979v,A6/9
t_DADGBE_guitarA6_9slowx02422DADGBE.mp3,DADGBE,A6_9slowx02422,A6_9slowx02422,A6/9
t_DADGBE_guitarA6_9slowx02422DADGBEv.mp3,DADGBE,A6_9slowx02422v,A6_9slowx02422v,A6/9
t_DADGBE_guitarA6_9slowx04420DADGBEv.mp3,DADGBE,A6_9slowx04420v,A6_9slowx04420v,A6/9
t_DADGBE_guitarA6_9strum744455DADGBEv.mp3,DADGBE,A6_9strum744455v,A6_9strum744455v,A6/9
t_DADGBE_guitarA6_9strum744457DADGBEv.mp3,DADGBE,A6_9strum744457v,A6_9strum744457v,A6/9
t_DADGBE_guitarA6_9strum744477DADGBEv.mp3,DADGBE,A6_9strum744477v,A6_9strum744477v,A6/9
t_DADGBE_guitarA6_9strum779979DADGBEv.mp3,DADGBE,A6_9strum779979v,A6_9strum779979v,A6/9
t_DADGBE_guitarA6_9strumx02422DADGBE.mp3,DADGBE,A6_9strumx02422,A6_9strumx02422,A6/9
t_DADGBE_guitarA6_9strumx02422DADGBEv.mp3,DADGBE,A6_9strumx02422v,A6_9strumx02422v,A6/9
t_DADGBE_guitarA6_9strumx04420DADGBEv.mp3,DADGBE,A6_9strumx04420v,A6_9strumx04420v,A6/9
t_DADGBE_guitarA6_9sus4_Csfast119991010DADGBE.mp3,DADGBE,A6_9sus4_Csfast119991010,A6_9sus4_Csfast119991010,Bm11
t_DADGBE_guitarA6_9sus4_Gfast522232DADGBE.mp3,DADGBE,A6_9sus4_Gfast522232,A6_9sus4_Gfast522232,Em11
t_DADGBE_guitarA6_9_Dfast022222DADGBE.mp3,DADGBE,A6_9_Dfast022222,A6_9_Dfast022222,Bm11
t_DADGBE_guitarA6_9_Gsfast644455DADGBE.mp3,DADGBE,A6_9_Gsfast644455,A6_9_Gsfast644455,F#m11
t_DADGBE_guitarA6_Dfast002222DADGBE.mp3,DADGBE,A6_Dfast002222,A6_Dfast002222,Dmaj9
t_DADGBE_guitarA6_Gsfast67767xDADGBE.mp3,DADGBE,A6_Gsfast67767x,A6_Gsfast67767x,F#m9
t_DADGBE_guitarA7b5fast101023DADGBE.mp3,DADGBE,A7b5fast101023,A7b5fast101023,A7b5
t_DADGBE_guitarA7b5fast76768xDADGBEv.mp3,DADGBE,A7b5fast76768xv,A7b5fast76768xv,A7b5
t_DADGBE_guitarA7b5fastx01023DADGBEv.mp3,DADGBE,A7b5fastx01023v,A7b5fastx01023v,A7b5
t_DADGBE_guitarA7b5fastx1011121011DADGBE.mp3,DADGBE,A7b5fastx1011121011,A7b5fastx1011121011,A7b5
t_DADGBE_guitarA7b5fastx45645DADGBE.mp3,DADGBE,A7b5fastx45645,A7b5fastx45645,A7b5
t_DADGBE_guitarA7b5fastxx7889DADGBEv.mp3,DADGBE,A7b5fastxx7889v,A7b5fastxx7889v,A7b5
t_DADGBE_guitarA7b5slow76768xDADGBEv.mp3,DADGBE,A7b5slow76768xv,A7b5slow76768xv,A7b5
t_DADGBE_guitarA7b5slowx01023DADGBE.mp3,DADGBE,A7b5slowx01023,A7b5slowx01023,A7b5
t_DADGBE_guitarA7b5slowx01023DADGBEv.mp3,DADGBE,A7b5slowx01023v,A7b5slowx01023v,A7b5
t_DADGBE_guitarA7b5slowxx7889DADGBEv.mp3,DADGBE,A7b5slowxx7889v,A7b5slowxx7889v,A7b5
t_DADGBE_guitarA7b5strum76768xDADGBEv.mp3,DADGBE,A7b5strum76768xv,A7b5strum76768xv,A7b5
t_DADGBE_guitarA7b5strumx01023DADGBE.mp3,DADGBE,A7b5strumx01023,A7b5strumx01023,A7b5
t_DADGBE_guitarA7b5strumx01023DADGBEv.mp3,DADGBE,A7b5strumx01023v,A7b5strumx01023v,A7b5
t_DADGBE_guitarA7b5strumxx7889DADGBEv.mp3,DADGBE,A7b5strumxx7889v,A7b5strumxx7889v,A7b5
t_DADGBE_guitarA7b5_Esfast301023DADGBE.mp3,DADGBE,A7b5_Esfast301023,A7b5_Esfast301023,D#9b5
t_DADGBE_guitarA7b5_Ffast301023DADGBE.mp3,DADGBE,A7b5_Ffast301023,A7b5_Ffast301023,F9#5
t_DADGBE_guitarA7fast202020DADGBE.mp3,DADGBE,A7fast202020,A7fast202020,A7
t_DADGBE_guitarA7fast575655DADGBE.mp3,DADGBE,A7fast575655,A7fast575655,A7
t_DADGBE_guitarA7fast775655DADGBEv.mp3,DADGBE,A7fast775655v,A7fast775655v,A7
t_DADGBE_guitarA7fast777989DADGBEv.mp3,DADGBE,A7fast777989v,A7fast777989v,A7
t_DADGBE_guitarA7fastx02020DADGBE.mp3,DADGBE,A7fastx02020,A7fastx02020,A7
t_DADGBE_guitarA7fastx02020DADGBEv.mp3,DADGBE,A7fastx02020v,A7fastx02020v,A7
t_DADGBE_guitarA7fastx02223DADGBEv.mp3,DADGBE,A7fastx02223v,A7fastx02223v,A7
t_DADGBE_guitarA7fastx42223DADGBE.mp3,DADGBE,A7fastx42223,A7fastx42223,A7
t_DADGBE_guitarA7slow775655DADGBEv.mp3,DADGBE,A7slow775655v,A7slow775655v,A7
t_DADGBE_guitarA7slow777989DADGBEv.mp3,DADGBE,A7slow777989v,A7slow777989v,A7
t_DADGBE_guitarA7slowx02020DADGBE.mp3,DADGBE,A7slowx02020,A7slowx02020,A7
t_DADGBE_guitarA7slowx02020DADGBEv.mp3,DADGBE,A7slowx02020v,A7slowx02020v,A7
t_DADGBE_guitarA7slowx02223DADGBEv.mp3,DADGBE,A7slowx02223v,A7slowx02223v,A7
t_DADGBE_guitarA7strum775655DADGBEv.mp3,DADGBE,A7strum775655v,A7strum775655v,A7
t_DADGBE_guitarA7strum777989DADGBEv.mp3,DADGBE,A7strum777989v,A7strum777989v,A7
t_DADGBE_guitarA7strumx02020DADGBE.mp3,DADGBE,A7strumx02020,A7strumx02020,A7
t_DADGBE_guitarA7strumx02020DADGBEv.mp3,DADGBE,A7strumx02020v,A7strumx02020v,A7
t_DADGBE_guitarA7strumx02223DADGBEv.mp3,DADGBE,A7strumx02223v,A7strumx02223v,A7
t_DADGBE_guitarA7sus2fast202000DADGBE.mp3,DADGBE,A7sus2fast202000,A7sus2fast202000,A7sus2
t_DADGBE_guitarA7sus2fast522253DADGBE.mp3,DADGBE,A7sus2fast522253,A7sus2fast522253,A7sus2
t_DADGBE_guitarA7sus2fast71079107DADGBEv.mp3,DADGBE,A7sus2fast71079107v,A7sus2fast71079107v,A7sus2
t_DADGBE_guitarA7sus2fast777987DADGBE.mp3,DADGBE,A7sus2fast777987,A7sus2fast777987,A7sus2
t_DADGBE_guitarA7sus2fast777987DADGBEv.mp3,DADGBE,A7sus2fast777987v,A7sus2fast777987v,A7sus2
t_DADGBE_guitarA7sus2fast77998xDADGBEv.mp3,DADGBE,A7sus2fast77998xv,A7sus2fast77998xv,A7sus2
t_DADGBE_guitarA7sus2fast779x87DADGBEv.mp3,DADGBE,A7sus2fast779x87v,A7sus2fast779x87v,A7sus2
t_DADGBE_guitarA7sus2fast977987DADGBE.mp3,DADGBE,A7sus2fast977987,A7sus2fast977987,A7sus2
t_DADGBE_guitarA7sus2fastx02000DADGBEv.mp3,DADGBE,A7sus2fastx02000v,A7sus2fastx02000v,A7sus2
t_DADGBE_guitarA7sus2fastx02203DADGBEv.mp3,DADGBE,A7sus2fastx02203v,A7sus2fastx02203v,A7sus2
t_DADGBE_guitarA7sus2fastx02403DADGBEv.mp3,DADGBE,A7sus2fastx02403v,A7sus2fastx02403v,A7sus2
t_DADGBE_guitarA7sus2slow71079107DADGBEv.mp3,DADGBE,A7sus2slow71079107v,A7sus2slow71079107v,A7sus2
t_DADGBE_guitarA7sus2slow777987DADGBE.mp3,DADGBE,A7sus2slow777987,A7sus2slow777987,A7sus2
t_DADGBE_guitarA7sus2slow777987DADGBEv.mp3,DADGBE,A7sus2slow777987v,A7sus2slow777987v,A7sus2
t_DADGBE_guitarA7sus2slow77998xDADGBEv.mp3,DADGBE,A7sus2slow77998xv,A7sus2slow77998xv,A7sus2
t_DADGBE_guitarA7sus2slow779x87DADGBEv.mp3,DADGBE,A7sus2slow779x87v,A7sus2slow779x87v,A7sus2
t_DADGBE_guitarA7sus2slowx02000DADGBEv.mp3,DADGBE,A7sus2slowx02000v,A7sus2slowx02000v,A7sus2
t_DADGBE_guitarA7sus2slowx02203DADGBEv.mp3,DADGBE,A7sus2slowx02203v,A7sus2slowx02203v,A7sus2
t_DADGBE_guitarA7sus2slowx02403DADGBEv.mp3,DADGBE,A7sus2slowx02403v,A7sus2slowx02403v,A7sus2
t_DADGBE_guitarA7sus2strum71079107DADGBEv.mp3,DADGBE,A7sus2strum71079107v,A7sus2strum71079107v,A7sus2
t_DADGBE_guitarA7sus2strum777987DADGBE.mp3,DADGBE,A7sus2strum777987,A7sus2strum777987,A7sus2
t_DADGBE_guitarA7sus2strum777987DADGBEv.mp3,DADGBE,A7sus2strum777987v,A7sus2strum777987v,A7sus2
t_DADGBE_guitarA7sus2strum77998xDADGBEv.mp3,DADGBE,A7sus2strum77998xv,A7sus2strum77998xv,A7sus2
t_DADGBE_guitarA7sus2strum779x87DADGBEv.mp3,DADGBE,A7sus2strum779x87v,A7sus2strum779x87v,A7sus2
t_DADGBE_guitarA7sus2strumx02000DADGBEv.mp3,DADGBE,A7sus2strumx02000v,A7sus2strumx02000v,A7sus2
t_DADGBE_guitarA7sus2strumx02203DADGBEv.mp3,DADGBE,A7sus2strumx02203v,A7sus2strumx02203v,A7sus2
t_DADGBE_guitarA7sus2strumx02403DADGBEv.mp3,DADGBE,A7sus2strumx02403v,A7sus2strumx02403v,A7sus2
t_DADGBE_guitarA7sus2_Cfastx32203DADGBE.mp3,DADGBE,A7sus2_Cfastx32203,A7sus2_Cfastx32203,Am9
t_DADGBE_guitarA7sus2_Csfast111099109DADGBE.mp3,DADGBE,A7sus2_Csfast111099109,A7sus2_Csfast111099109,A9
t_DADGBE_guitarA7sus4fast000030DADGBE.mp3,DADGBE,A7sus4fast000030,A7sus4fast000030,A7sus4
t_DADGBE_guitarA7sus4fast200030DADGBE.mp3,DADGBE,A7sus4fast200030,A7sus4fast200030,A7sus4
t_DADGBE_guitarA7sus4fast555755DADGBE.mp3,DADGBE,A7sus4fast555755,A7sus4fast555755,A7sus4
t_DADGBE_guitarA7sus4fast755755DADGBE.mp3,DADGBE,A7sus4fast755755,A7sus4fast755755,A7sus4
t_DADGBE_guitarA7sus4fast755755DADGBEv.mp3,DADGBE,A7sus4fast755755v,A7sus4fast755755v,A7sus4
t_DADGBE_guitarA7sus4fast77575xDADGBEv.mp3,DADGBE,A7sus4fast77575xv,A7sus4fast77575xv,A7sus4
t_DADGBE_guitarA7sus4fast7777810DADGBEv.mp3,DADGBE,A7sus4fast7777810v,A7sus4fast7777810v,A7sus4
t_DADGBE_guitarA7sus4fast7779810DADGBEv.mp3,DADGBE,A7sus4fast7779810v,A7sus4fast7779810v,A7sus4
t_DADGBE_guitarA7sus4fastx00030DADGBEv.mp3,DADGBE,A7sus4fastx00030v,A7sus4fastx00030v,A7sus4
t_DADGBE_guitarA7sus4fastx00233DADGBEv.mp3,DADGBE,A7sus4fastx00233v,A7sus4fastx00233v,A7sus4
t_DADGBE_guitarA7sus4fastx02033DADGBEv.mp3,DADGBE,A7sus4fastx02033v,A7sus4fastx02033v,A7sus4
t_DADGBE_guitarA7sus4fastx02233DADGBEv.mp3,DADGBE,A7sus4fastx02233v,A7sus4fastx02233v,A7sus4
t_DADGBE_guitarA7sus4slow755755DADGBE.mp3,DADGBE,A7sus4slow755755,A7sus4slow755755,A7sus4
t_DADGBE_guitarA7sus4slow755755DADGBEv.mp3,DADGBE,A7sus4slow755755v,A7sus4slow755755v,A7sus4
t_DADGBE_guitarA7sus4slow77575xDADGBEv.mp3,DADGBE,A7sus4slow77575xv,A7sus4slow77575xv,A7sus4
t_DADGBE_guitarA7sus4slow7777810DADGBEv.mp3,DADGBE,A7sus4slow7777810v,A7sus4slow7777810v,A7sus4
t_DADGBE_guitarA7sus4slow7779810DADGBEv.mp3,DADGBE,A7sus4slow7779810v,A7sus4slow7779810v,A7sus4
t_DADGBE_guitarA7sus4slowx00030DADGBEv.mp3,DADGBE,A7sus4slowx00030v,A7sus4slowx00030v,A7sus4
t_DADGBE_guitarA7sus4slowx00233DADGBEv.mp3,DADGBE,A7sus4slowx00233v,A7sus4slowx00233v,A7sus4
t_DADGBE_guitarA7sus4slowx02033DADGBEv.mp3,DADGBE,A7sus4slowx02033v,A7sus4slowx02033v,A7sus4
t_DADGBE_guitarA7sus4slowx02233DADGBEv.mp3,DADGBE,A7sus4slowx02233v,A7sus4slowx02233v,A7sus4
t_DADGBE_guitarA7sus4strum755755DADGBE.mp3,DADGBE,A7sus4strum755755,A7sus4strum755755,A7sus4
t_DADGBE_guitarA7sus4strum755755DADGBEv.mp3,DADGBE,A7sus4strum755755v,A7sus4strum755755v,A7sus4
t_DADGBE_guitarA7sus4strum77575xDADGBEv.mp3,DADGBE,A7sus4strum77575xv,A7sus4strum77575xv,A7sus4
t_DADGBE_guitarA7sus4strum7777810DADGBEv.mp3,DADGBE,A7sus4strum7777810v,A7sus4strum7777810v,A7sus4
t_DADGBE_guitarA7sus4strum7779810DADGBEv.mp3,DADGBE,A7sus4strum7779810v,A7sus4strum7779810v,A7sus4
t_DADGBE_guitarA7sus4strumx00030DADGBEv.mp3,DADGBE,A7sus4strumx00030v,A7sus4strumx00030v,A7sus4
t_DADGBE_guitarA7sus4strumx00233DADGBEv.mp3,DADGBE,A7sus4strumx00233v,A7sus4strumx00233v,A7sus4
t_DADGBE_guitarA7sus4strumx02033DADGBEv.mp3,DADGBE,A7sus4strumx02033v,A7sus4strumx02033v,A7sus4
t_DADGBE_guitarA7sus4strumx02233DADGBEv.mp3,DADGBE,A7sus4strumx02233v,A7sus4strumx02233v,A7sus4
t_DADGBE_guitarA7_Bfast91099109DADGBE.mp3,DADGBE,A7_Bfast91099109,A7_Bfast91099109,A9
t_DADGBE_guitarA9b5fast745445DADGBEv.mp3,DADGBE,A9b5fast745445v,A9b5fast745445v,A9b5
t_DADGBE_guitarA9b5fast96768xDADGBE.mp3,DADGBE,A9b5fast96768x,A9b5fast96768x,A9b5
t_DADGBE_guitarA9b5fastx01423DADGBEv.mp3,DADGBE,A9b5fastx01423v,A9b5fastx01423v,A9b5
t_DADGBE_guitarA9b5fastx45445DADGBE.mp3,DADGBE,A9b5fastx45445,A9b5fastx45445,A9b5
t_DADGBE_guitarA9b5fastx67687DADGBE.mp3,DADGBE,A9b5fastx67687,A9b5fastx67687,A9b5
t_DADGBE_guitarA9b5slow745445DADGBEv.mp3,DADGBE,A9b5slow745445v,A9b5slow745445v,A9b5
t_DADGBE_guitarA9b5slowx01423DADGBE.mp3,DADGBE,A9b5slowx01423,A9b5slowx01423,A9b5
t_DADGBE_guitarA9b5slowx01423DADGBEv.mp3,DADGBE,A9b5slowx01423v,A9b5slowx01423v,A9b5
t_DADGBE_guitarA9b5strum745445DADGBEv.mp3,DADGBE,A9b5strum745445v,A9b5strum745445v,A9b5
t_DADGBE_guitarA9b5strumx01423DADGBE.mp3,DADGBE,A9b5strumx01423,A9b5strumx01423,A9b5
t_DADGBE_guitarA9b5strumx01423DADGBEv.mp3,DADGBE,A9b5strumx01423v,A9b5strumx01423v,A9b5
t_DADGBE_guitarA9fast111099109DADGBE.mp3,DADGBE,A9fast111099109,A9fast111099109,A9
t_DADGBE_guitarA9fast222223DADGBE.mp3,DADGBE,A9fast222223,A9fast222223,A9
t_DADGBE_guitarA9fast91099109DADGBE.mp3,DADGBE,A9fast91099109,A9fast91099109,A9
t_DADGBE_guitarA9fastx02423DADGBE.mp3,DADGBE,A9fastx02423,A9fastx02423,A9
t_DADGBE_guitarA9fastx02423DADGBEv.mp3,DADGBE,A9fastx02423v,A9fastx02423v,A9
t_DADGBE_guitarA9fastx1099109DADGBE.mp3,DADGBE,A9fastx1099109,A9fastx1099109,A9
t_DADGBE_guitarA9slowx02423DADGBE.mp3,DADGBE,A9slowx02423,A9slowx02423,A9
t_DADGBE_guitarA9slowx02423DADGBEv.mp3,DADGBE,A9slowx02423v,A9slowx02423v,A9
t_DADGBE_guitarA9strumx02423DADGBE.mp3,DADGBE,A9strumx02423,A9strumx02423,A9
t_DADGBE_guitarA9strumx02423DADGBEv.mp3,DADGBE,A9strumx02423v,A9strumx02423v,A9
t_DADGBE_guitarA9sus4fast000000DADGBE.mp3,DADGBE,A9sus4fast000000,A9sus4fast000000,A9sus4
t_DADGBE_guitarA9sus4fast200000DADGBE.mp3,DADGBE,A9sus4fast200000,A9sus4fast200000,A9sus4
t_DADGBE_guitarA9sus4fast557757DADGBE.mp3,DADGBE,A9sus4fast557757,A9sus4fast557757,A9sus4
t_DADGBE_guitarA9sus4fast71077107DADGBEv.mp3,DADGBE,A9sus4fast71077107v,A9sus4fast71077107v,A9sus4
t_DADGBE_guitarA9sus4fast755757DADGBEv.mp3,DADGBE,A9sus4fast755757v,A9sus4fast755757v,A9sus4
t_DADGBE_guitarA9sus4fast777787DADGBEv.mp3,DADGBE,A9sus4fast777787v,A9sus4fast777787v,A9sus4
t_DADGBE_guitarA9sus4fast7797107DADGBEv.mp3,DADGBE,A9sus4fast7797107v,A9sus4fast7797107v,A9sus4
t_DADGBE_guitarA9sus4fast977787DADGBE.mp3,DADGBE,A9sus4fast977787,A9sus4fast977787,A9sus4
t_DADGBE_guitarA9sus4fastx00000DADGBEv.mp3,DADGBE,A9sus4fastx00000v,A9sus4fastx00000v,A9sus4
t_DADGBE_guitarA9sus4fastx00430DADGBEv.mp3,DADGBE,A9sus4fastx00430v,A9sus4fastx00430v,A9sus4
t_DADGBE_guitarA9sus4fastx00433DADGBEv.mp3,DADGBE,A9sus4fastx00433v,A9sus4fastx00433v,A9sus4
t_DADGBE_guitarA9sus4fastx02430DADGBEv.mp3,DADGBE,A9sus4fastx02430v,A9sus4fastx02430v,A9sus4
t_DADGBE_guitarA9sus4slow71077107DADGBEv.mp3,DADGBE,A9sus4slow71077107v,A9sus4slow71077107v,A9sus4
t_DADGBE_guitarA9sus4slow755757DADGBEv.mp3,DADGBE,A9sus4slow755757v,A9sus4slow755757v,A9sus4
t_DADGBE_guitarA9sus4slow777787DADGBE.mp3,DADGBE,A9sus4slow777787,A9sus4slow777787,A9sus4
t_DADGBE_guitarA9sus4slow777787DADGBEv.mp3,DADGBE,A9sus4slow777787v,A9sus4slow777787v,A9sus4
